name,lga,state_id,state,postcode,latitude,longitude,map,type,id
Ranceby,South Gippsland,VIC,Victoria,3950,-38.36717,145.85735,8021,Locality,e907f404df82b5f1cb49a615fbde1694
Rand,Urana,NSW,New South Wales,2642,-35.59850,146.56790,8226,Locality,1bef6f50421efff0d89522f9ce81d84e
Randalls Bay,Huon Valley,TAS,Tasmania,7112,-43.24000,147.12000,8311,Locality,bc154344e198ae3eee4e6e9b803edd3b
Randwick,Randwick,NSW,New South Wales,2031,-33.91520,151.23460,9130,Suburb,c1321f5489dd38863300035b4916f183
Ranelagh,Huon Valley,TAS,Tasmania,7109,-43.00977,147.03764,8311,Town,cd49dc7810d1075117d42a8fb73e7bf3
Ranford,Boddington,WA,Western Australia,6390,-32.79306,116.49280,2132,Locality,854cb055c6e763743ace47fa2c4eba50
Ranga,Flinders,TAS,Tasmania,7255,-40.16000,148.11000,8517,Locality,68de2b5b30335c8730fdd62876ffce7a
Rangari,Gunnedah,NSW,New South Wales,2380,-30.65680,150.41790,8936,Locality,707ae260e8d115a585810944b18bf4af
Rangemore,Toowoomba,QLD,Queensland,4352,-26.99556,151.68028,9244,Locality,2ec0c9bdbc52de2fe8b1f908c487b457
Rangemore,Burdekin,QLD,Queensland,4806,-19.98900,147.40887,8358,Locality,3f1abe783e700c27a5ae8420db15708a
Rangers Valley,Glen Innes Severn,NSW,New South Wales,2371,-29.55030,151.76290,9238,Locality,8b7e08c5c5cdce8392b1c54713e300f5
Ranges Bridge,Western Downs,QLD,Queensland,4405,-27.14639,151.08528,9143,Locality,53aa57a5a5682a61d5ae0d3b3167cdfd
Rangeville,Toowoomba,QLD,Queensland,4350,-27.58472,151.99111,9242,Locality,ab7ca26b4241fce3104429ee670d30a0
Rangeway,Greater Geraldton,WA,Western Australia,6530,-28.78209,114.63760,1840,Suburb,e6eda4f38adeb695fc53a2e716cd0a44
Rangewood,Townsville,QLD,Queensland,4817,-19.30111,146.62778,8259,Suburb,7a07ba7bfe58ca7ff53e4a45e97a4bb0
Rankin Park,Lake Macquarie,NSW,New South Wales,2287,-32.92590,151.68030,9232,Suburb,8c0ecd3872707f3f7fef14949203f2af
Rankins Springs,Carrathool,NSW,New South Wales,2669,-33.83180,146.25120,8130,Locality,6e44b8fc081d538b7d5e862803c1ead3
Rannes,Banana,QLD,Queensland,4702,-24.09861,150.11999,8949,Town,9ce71b1589acc331a2e5522572218ed3
Rannock,Coolamon,NSW,New South Wales,2701,-34.64850,147.25120,8328,Locality,fe939cb356c0b9bcb581344f3d3a8725
Ransome,Brisbane,QLD,Queensland,4154,-27.48590,153.18024,9543,Suburb,ad68f66b4b92a4055401eacc7320fd9c
Rapid Bay,Yankalilla,SA,South Australia,5204,-35.52609,138.19089,6526,Locality,4322295e22cd343f12c4eee55d0af90e
Rapid Creek,Darwin,NT,Northern Territory,0810,-12.38330,130.85759,5073,Suburb,0adcd83590f03e8263f114923989c36c
Rappville,Richmond Valley,NSW,New South Wales,2469,-29.08180,152.95120,9439,Locality,ef4029155a1a9cbeebb7aa1340965006
Rasmussen,Townsville,QLD,Queensland,4815,-19.35361,146.72083,8259,Suburb,5d55d76eeded11d621c987d727adfadd
Rathdowney,Scenic Rim,QLD,Queensland,4287,-28.21146,152.86330,9441,Town,8e6c2aadfb86d3c50714f21c3ec570a5
Rathmines,Lake Macquarie,NSW,New South Wales,2283,-33.03950,151.57890,9231,Suburb,87e6b6a9cbc784c7085e76b0a1459011
Rathscar,Central Goldfields,VIC,Victoria,3475,-36.94690,143.59309,7624,Locality,51da3c0823279acab7c896051a85211a
Rathscar West,Pyrenees,VIC,Victoria,3478,-37.01143,143.49201,7523,Locality,ce6ca834f5a146fec5af170eccdf2d23
Ravenhall,Melton,VIC,Victoria,3024,-37.77340,144.73677,7822,Locality,a9b258eab25b40e5275cd0a3cc84fa0d
Ravensbourne,Toowoomba,QLD,Queensland,4352,-27.33583,152.15861,9343,Locality,93a395c71804101a4983fdd97ef3570e
Ravensdale,Wyong,NSW,New South Wales,2259,-33.16520,151.30120,9131,Suburb,642d08603bfa659069d9abf03df5a86f
Ravenshoe,Tablelands,QLD,Queensland,4888,-17.60901,145.48391,7962,Town,c7e5ba6f09e3206387f40b6fe06876ed
Ravensthorpe,Ravensthorpe,WA,Western Australia,6346,-33.58303,120.04688,2930,Town,9e18d57f0f42a2259010f7f210ea0be1
Ravenswood,Murray,WA,Western Australia,6207,-32.56823,115.84980,2032,Suburb,59d7314861cd8f2e67b2da21e11f6571
Ravenswood,Warren,NSW,New South Wales,2824,-31.69850,147.84290,8434,Locality,e5d8b15c68cdfa38e8f4bd8b593886a5
Ravenswood,Launceston,TAS,Tasmania,7250,-41.41000,147.17000,8315,Suburb,43a86cb68ec1867eaa527029acfe7a94
Ravenswood,Charters Towers,QLD,Queensland,4816,-20.09651,146.88888,8257,Town,af8ab4c6ceb7aa312ef31fbf7af3679a
Ravenswood,Greater Bendigo,VIC,Victoria,3453,-36.88646,144.21381,7724,Locality,173e7f1d85b9a472b83e7e265774f65c
Ravenswood South,Mount Alexander,VIC,Victoria,3453,-36.93933,144.21788,7724,Locality,538abe9fadfbde87a09d3def35a864f0
Ravensworth,Singleton,NSW,New South Wales,2330,-32.43180,151.05120,9133,Locality,58a055d6e99a1d44445ab72cdc274345
Ravensworth,Tablelands,QLD,Queensland,4871,-17.29139,143.63722,7663,Locality,b9cc4788d0323a6f952a2d5d824024e9
Rawbelle,North Burnett,QLD,Queensland,4630,-24.97472,150.73166,9048,Locality,2e49f51caffbeb247c28f75082ee897a
Rawdon Island,Port Macquarie-Hastings,NSW,New South Wales,2446,-31.41520,152.79290,9435,Locality,cbc7be0b18ccca50f1d3f70647e39114
Rawdon Vale,Gloucester,NSW,New South Wales,2422,-31.99850,151.70120,9234,Locality,cb67870b3742c1532746c4bcdd30ab4c
Rawlinna,Kalgoorlie/Boulder,WA,Western Australia,6429,-30.77556,125.44000,3936,Locality,ceeb5a248007c3253a88a94b66bad236
Raworth,Maitland,NSW,New South Wales,2321,-32.72910,151.61510,9232,Suburb,ed4bdef6b1d23ead5c8f48ab06083094
Rawson,Baw Baw,VIC,Victoria,3825,-37.95459,146.39931,8122,Town,fa36b81fa6bc24cad5c35bb7ea76f5a1
Rawsonville,Dubbo,NSW,New South Wales,2830,-32.16520,148.46790,8533,Locality,929761ce7fced16521b04f697aaca398
Raymond Island,East Gippsland,VIC,Victoria,3880,-37.91859,147.73153,8422,Town,06da929d68a37e1897eb1032bc919f08
Raymond Terrace,Port Stephens,NSW,New South Wales,2324,-32.75952,151.75051,9232,Town,78fd08bd512249667fc798854d6b6902
Raywood,Loddon,VIC,Victoria,3570,-36.50604,144.15546,7724,Locality,c5faf279750ebe70d253d4e3c535440b
Razorback,Wollondilly,NSW,New South Wales,2571,-34.14850,150.63460,9029,Locality,0a8c8bdeb0ed8b6fc943868cbe3f70a1
Recherche,Huon Valley,TAS,Tasmania,7109,-43.54000,146.88000,8210,Locality,98851f4ba7736f3bde2ca47dfe5842ca
Redan,Ballarat,VIC,Victoria,3350,-37.57681,143.83854,7622,Suburb,13cc022cc179c7b7266ad7c08fd13088
Redbank,Ipswich,QLD,Queensland,4301,-27.60306,152.87334,9442,Suburb,162a85e84fdaabe7dbbcf24555836853
Redbank,Pyrenees,VIC,Victoria,3478,-36.93671,143.32299,7524,Locality,51fb969b36b064c0a37d0f1fe61a5154
Redbank,Carrathool,NSW,New South Wales,2675,-33.48180,145.53460,8031,Town,4b1dd5244c21620b2f6fd0dbe57a33ab
Redbank,Port Hedland,WA,Western Australia,6721,-20.33782,118.61110,2657,Suburb,f6239a0997dbde75c613ae452a6f1465
Redbank,Port Macquarie-Hastings,NSW,New South Wales,2446,-31.41520,152.75120,9435,Locality,54d85e89df4aa1877f1ae933437d4d80
Redbank Creek,Somerset,QLD,Queensland,4312,-27.28194,152.30112,9343,Locality,a8ee3aa77dbd252a80fa7d30bf07935c
Redbank Plains,Ipswich,QLD,Queensland,4301,-27.65194,152.84750,9442,Suburb,f0f27f4bfcd7535c683fd6fd9b6386c9
Redbanks,Mallala,SA,South Australia,5502,-34.48188,138.56150,6629,Locality,21280823dd6995c36841d3eebeb3c670
Redbournberry,Singleton,NSW,New South Wales,2330,-32.56450,151.19220,9132,Locality,05a94911e41f00d178856d6d681f3a08
Redcastle,Greater Bendigo,VIC,Victoria,3523,-36.77878,144.77587,7824,Locality,1b8f5b21917338c5bf3985dcb2e62995
Redcliffe,Moreton Bay,QLD,Queensland,4020,-27.22785,153.11496,9543,Town,21651ccbc07c5c08ce96be5040e4de12
Redcliffe,Belmont,WA,Western Australia,6104,-31.93739,115.94010,2034,Suburb,96bcd9dcc5cf75f44a4236536af6de70
Red Cliffs,Mildura,VIC,Victoria,3496,-34.30942,142.18972,7329,Town,e3821624ed6c98e0f0de2e215e13f2c6
Red Creek,Alexandrina,SA,South Australia,5255,-35.15873,138.97569,6627,Locality,0babd5bb35a32ab29ae47b5078258a6c
Reddestone,Glen Innes Severn,NSW,New South Wales,2370,-29.63180,151.66790,9238,Locality,b62abdbd6d5d6c94508d4e8ca0c414c4
Redesdale,Mount Alexander,VIC,Victoria,3444,-37.00608,144.45888,7723,Locality,57186bb4c20c6479f6ed156bd43eea30
Redfern,Sydney,NSW,New South Wales,2016,-33.89310,151.20710,9130,Suburb,6f3ff10ed74c856ed6f1f755660f6182
Redford,Murweh,QLD,Queensland,4477,-26.04611,147.31306,8345,Locality,9809eefe1c55cf9c627b49a4adfd856f
Redgate,Augusta-Margaret River,WA,Western Australia,6286,-34.02326,115.02350,1929,Locality,80c46d39fabf10b9973506c609935641
Redgate,South Burnett,QLD,Queensland,4605,-26.27222,152.04390,9345,Locality,f9c2934341b1b521c0ac76e5234777e5
Red Gully,Gingin,WA,Western Australia,6503,-31.07766,115.79560,2035,Locality,3b7c27a8f8af52184c7b65828fb47d29
Redhead,Lake Macquarie,NSW,New South Wales,2290,-33.01140,151.70790,9231,Suburb,48685b962959f97223a260ac83d4f610
Red Head,Greater Taree,NSW,New South Wales,2430,-32.05960,152.54010,9333,Suburb,13d52244fab9bef355818dbb5fbcbd91
Redhill,Port Pirie City and Dists,SA,South Australia,5521,-33.53808,138.22340,6530,Locality,68096f3bbc987c1593399454b8def35a
Red Hill,Warren,NSW,New South Wales,2824,-31.71520,147.76790,8434,Locality,2bf9509c2c14e48095824d66cecb9113
Red Hill,Swan,WA,Western Australia,6056,-31.84878,116.06820,2134,Locality,7b8da5ef84e2df46d372e344050d6a9c
Red Hill,Tumut Shire,NSW,New South Wales,2722,-35.15350,148.37820,8527,Locality,99565c024575b0f1909db66905629d13
Red Hill,Unincorporated,ACT,Australian Capital Territory,2603,-35.33344,149.12056,8727,Suburb,15414c75d11e46bf998f6f861763897e
Red Hill,Mornington Peninsula,VIC,Victoria,3937,-38.36214,145.01501,7921,Locality,8f56758a4010a0a1920a7906828394a5
Red Hill,Brisbane,QLD,Queensland,4059,-27.45111,153.00389,9543,Suburb,25643f9fdcb75e62776f3a33c34544d6
Red Hill,Western Downs,QLD,Queensland,4413,-26.63861,150.64806,9044,Locality,a3a82e85914a0471f0380ca42aea53cb
Red Hill,Tamworth Regional,NSW,New South Wales,2346,-30.49630,150.64210,9037,Locality,bebdd39dab25fbd15e456f3c1d3b49f1
Redhill Farms,Bundaberg,QLD,Queensland,4671,-25.02278,151.95528,9247,Locality,f1a8932624dc3b1063230df7c220b0b8
Red Hills,Meander Valley,TAS,Tasmania,7304,-41.53000,146.59000,8214,Locality,68aa77078f712d191426ce28dccfe8fe
Red Hill South,Mornington Peninsula,VIC,Victoria,3937,-38.38216,145.02365,7921,Town,5254160c3630927b692ff0e5676a52ed
Red Lake,Esperance,WA,Western Australia,6447,-33.14983,121.70930,3231,Locality,41e53487443a8fb3bb78afe9d43e1029
Redland Bay,Redland,QLD,Queensland,4165,-27.64500,153.28557,9542,Locality,d2987c4de283115140cf3b0f4b946bc0
Redlands,Corowa Shire,NSW,New South Wales,2646,-35.93180,146.31790,8126,Locality,42fc79a0af5214d7831d2e4450cad94c
Red Lion,Central Goldfields,VIC,Victoria,3371,-37.16573,143.75954,7623,Locality,f7a37a0647785aaf12436c2cf54ee497
Redlynch,Cairns,QLD,Queensland,4870,-16.88944,145.69778,8064,Town,b56d07b50cab8e20b78daf98f9721ea2
Redmond,Albany,WA,Western Australia,6327,-34.88712,117.69150,2428,Locality,0d0776526df57b06fa59efa0edd752de
Redmond West,Albany,WA,Western Australia,6327,-34.90556,117.55440,2428,Locality,ce973cf17d15d366ed41c1a542515e53
Redpa,Circular Head,TAS,Tasmania,7330,-40.92000,144.75999,7816,Locality,4aece0e5c7f0da84f642d72363a3b8c0
Red Range,Glen Innes Severn,NSW,New South Wales,2370,-29.76520,151.90120,9238,Locality,112e5d8fa5483698b332543d151abcaf
Redridge,Bundaberg,QLD,Queensland,4660,-25.16667,152.35001,9347,Locality,2c826abf85f1f61ba618f46dd3fc40f6
Red River,Tablelands,QLD,Queensland,4871,-17.43417,143.30806,7563,Locality,1a486bc57e6a01429c505a90069c1b42
Red Rock,Coffs Harbour,NSW,New South Wales,2456,-29.98605,153.22739,9538,Town,0e69eb11c1fb6abf4b0ad8434754ceeb
Red Rocks,Shoalhaven,NSW,New South Wales,2577,-34.76980,150.52150,9028,Suburb,2633ca56447c7697f4941b5d9157e3b4
Redwood,Toowoomba,QLD,Queensland,4350,-27.56806,151.98889,9242,Locality,e99b2f9565203a87de623f4f71530e34
Redwood Park,Tea Tree Gully,SA,South Australia,5097,-34.81179,138.70769,6628,Suburb,636ece02519173a9cfee1e4b16c4b310
Redwood Village,Kingborough,TAS,Tasmania,7050,-42.98000,147.30000,8312,Locality,1b890c91367eadeba99b775d46431381
Reedy,Cue,WA,Western Australia,6640,-27.21278,118.31830,2543,Locality,21a6df99d5820ce745939b7057155bf3
Reedy Creek,Gold Coast,QLD,Queensland,4227,-28.11444,153.40332,9541,Suburb,efb5f95117e8a00ee878365bd71a7698
Reedy Creek,Kingston,SA,South Australia,5275,-36.92751,140.02349,6924,Locality,04e700d5281ad19f0c4063c782a4b9d8
Reedy Creek,Singleton,NSW,New South Wales,2330,-32.48180,151.33460,9133,Locality,ad985b4d9a650511b4b4864d21dbdd59
Reedy Creek,Mitchell,VIC,Victoria,3658,-37.24027,145.15607,7923,Locality,43bd1f8c132147eff8d88da46ab83545
Reedy Dam,Buloke,VIC,Victoria,3482,-35.96487,142.64985,7426,Locality,6df0548344950e1fea9493a06bd4ddd5
Reedy Flat,Tumut Shire,NSW,New South Wales,2730,-35.51520,148.13460,8526,Town,129b89e1995208f651eeb196386d6fd4
Reedy Flat,East Gippsland,VIC,Victoria,3895,-37.39528,147.90444,8423,Locality,2f8589c906b350436426476b23fa50b5
Reedy Lake,Gannawarra,VIC,Victoria,3581,-35.66110,143.88523,7626,Locality,1bc55461624cc99fa07089437f8fc436
Reedy Marsh,Meander Valley,TAS,Tasmania,7304,-41.45000,146.70000,8215,Locality,bfc707afbec94474d8ed7a62245cbd03
Reedy Swamp,Bega Valley,NSW,New South Wales,2550,-36.69960,149.90480,8824,Locality,2847e8f82f7122ce02a7b7037c51e93f
Reefton,Yarra Ranges,VIC,Victoria,3799,-37.67038,145.92355,8022,Locality,2785bf3e9164938c3de42c46e86946bb
Reefton,Temora,NSW,New South Wales,2666,-34.23180,147.43460,8329,Locality,0013a028ff6f4bb2b62cc989a67149b5
Reekara,King Island,TAS,Tasmania,7256,-39.75000,143.91000,7618,Locality,b6526fbef80347e85d7343efc90c2493
Reesville,Sunshine Coast,QLD,Queensland,4552,-26.75694,152.79750,9444,Locality,e89106bcc236a54dfa4948a68df09162
Reeves Plains,Mallala,SA,South Australia,5502,-34.53996,138.61158,6628,Locality,b245269bfa8a34880646ecb19acb2b10
Regans Ford,Dandaragan,WA,Western Australia,6044,-30.94194,115.85250,2036,Locality,d96c22749518c170b1b0f64009037100
Regency Downs,Lockyer Valley,QLD,Queensland,4341,-27.53250,152.43944,9342,Locality,e44243bdcf8951c2f63014d4036770fc
Regency Park,Port Adelaide Enfield,SA,South Australia,5010,-34.86300,138.57253,6628,Suburb,8dafde166997f24538c39dd5b759c6ae
Regents Park,Logan,QLD,Queensland,4118,-27.67667,153.04195,9542,Suburb,70d1f529777a0f4107c9ad39fe4716b7
Regents Park,Auburn,NSW,New South Wales,2143,-33.88180,151.02620,9130,Suburb,0a61e09369776fbeb47e4e8d8dfe0d51
Regentville,Penrith,NSW,New South Wales,2745,-33.77090,150.66160,9030,Suburb,9bd8f1b0d15fc916ab3602898381fde9
Reid,Unincorporated,ACT,Australian Capital Territory,2612,-35.28260,149.14118,8727,Suburb,9b83cde13a91efd1cfe7a09cd8fb857d
Reid,Gawler,SA,South Australia,5118,-34.59919,138.72957,6628,Suburb,92d17c53d96bba6fa10219358c5e6f1f
Reid River,Charters Towers,QLD,Queensland,4816,-19.76000,146.85194,8258,Locality,22dc03b9ba378252a0f93add5f6efe57
Reids Creek,North Burnett,QLD,Queensland,4625,-25.52889,151.53723,9246,Locality,d0e4dd2e827f961408d08243ea4c8896
Reidsdale,Palerang,NSW,New South Wales,2622,-35.58180,149.85120,8826,Locality,1a699140b70c4342f20f0df83ae5bad4
Reids Flat,Boorowa,NSW,New South Wales,2586,-34.13180,149.01790,8729,Locality,577d881e34ec00b994c358980a044470
Reinscourt,Busselton,WA,Western Australia,6280,-33.65242,115.39570,1930,Suburb,ced988a8f4aac5333eedf3a750e50066
Relbia,Launceston,TAS,Tasmania,7258,-41.50000,147.20000,8314,Locality,009af4576933736a285729d17cb19a29
Remlap,Mount Marshall,WA,Western Australia,6472,-30.04346,117.67170,2437,Locality,562b26cabae58ebd22d40db316a22e6f
Rendelsham,Wattle Range,SA,South Australia,5280,-37.54973,140.22443,6922,Locality,dbdafa5874259c18a3697975e8f394a6
Renison Bell,West Coast,TAS,Tasmania,7469,-41.79000,145.42000,7914,Locality,4ff161e46786a1b21d0715bab057ff87
Renmark,Renmark Paringa,SA,South Australia,5341,-34.17484,140.74619,7029,Town,e4a3ab13425f9d71dcb29f34b8be4dc8
Renmark North,Renmark Paringa,SA,South Australia,5341,-34.12554,140.71269,7029,Locality,ec85cb406b69b5166754ed09b76943f0
Renmark South,Renmark Paringa,SA,South Australia,5341,-34.19126,140.72262,7029,Locality,0f8d324d44da0c6d29e292ac5212556c
Renmark West,Renmark Paringa,SA,South Australia,5341,-34.16531,140.70970,7029,Locality,cd77da3f84bb1735562a04eb217ccff1
Rennie,Corowa Shire,NSW,New South Wales,2646,-35.80680,146.11790,8126,Locality,91a6931ab58d9b444de6ac64c8a70e84
Renown Park,Charles Sturt,SA,South Australia,5008,-34.89079,138.57603,6628,Suburb,008805dde3173368112aaa6a90c61c40
Renwick,Wingecarribee,NSW,New South Wales,2575,-34.44990,150.47350,8929,Locality,2f9192436b04de4fb13acb0e1b153454
Repentance Creek,Lismore,NSW,New South Wales,2480,-28.63180,153.40120,9540,Locality,7d9b0ea758f7dd1b36282d229f510ac1
Repton,Bellingen,NSW,New South Wales,2454,-30.43577,153.02578,9537,Town,4494359daf28f9e26a38df7c100ef38e
Research,Nillumbik,VIC,Victoria,3095,-37.70576,145.18823,7922,Suburb,9f77ab4d499707c64f3929efa9dea8c6
Reserve Creek,Tweed,NSW,New South Wales,2484,-28.35160,153.49040,9541,Locality,f642567304fd8eb16467af67502ba859
Reservoir,Darebin,VIC,Victoria,3073,-37.71234,145.00557,7922,Suburb,7519a501ea6419def91ebe7219df922b
Reservoir,Kalamunda,WA,Western Australia,6074,-31.98683,116.17760,2134,Locality,c8f753683c72043d0b1db36d284ea800
Retreat,Tamworth Regional,NSW,New South Wales,2355,-30.60680,151.10680,9136,Locality,9402f41478448690dfc806382d4c8dd3
Retreat,Launceston,TAS,Tasmania,7254,-41.15000,147.17000,8315,Locality,5fd3fefac50e9b914301b19c5d59cfe3
Retro,Central Highlands,QLD,Queensland,4723,-22.84750,147.93472,8452,Locality,f865ca18637afc132ff6882d98344be0
Revesby,Bankstown,NSW,New South Wales,2212,-33.94920,151.01170,9130,Suburb,5ffc3c0fbda2430969a2db4f1204ebe9
Revesby Heights,Bankstown,NSW,New South Wales,2212,-33.96520,151.01790,9130,Suburb,3fb333440059f593ac95be3afda891ab
Rewan,Central Highlands,QLD,Queensland,4702,-24.96750,148.38556,8548,Locality,cc7e4423e17bb8cbfbdd17c71478b481
Reynard,Wellington,VIC,Victoria,3858,-37.34630,146.64655,8223,Locality,8cb21a7d745e8ec2067debaa2ca070b7
Reynella,Onkaparinga,SA,South Australia,5161,-35.09675,138.52148,6627,Suburb,ce846348707852b932380347365716d1
Reynella East,Onkaparinga,SA,South Australia,5161,-35.08837,138.55292,6627,Suburb,574cf375811b0991bc7d8023d8e9a0c9
Reynolds Neck,Central Highlands,TAS,Tasmania,7030,-41.84000,146.69000,8214,Locality,c04bb7edb577249f4dd8166d0cceb327
Rheban,Glamorgan/Spring Bay,TAS,Tasmania,7190,-42.62000,147.92000,8412,Locality,37dffcb077c6b6a4114ba9272b9845d0
Rheola,Loddon,VIC,Victoria,3518,-36.65072,143.69765,7624,Locality,af4de7b9cf51b057ca168778d71ca538
Rhine Falls,Snowy River,NSW,New South Wales,2629,-36.18180,148.93460,8625,Locality,d56e94a94ec4b32c7b99dc88416219c6
Rhodes,Canada Bay,NSW,New South Wales,2138,-33.83180,151.08460,9130,Suburb,d65acf76b8892b92464d71f97d1f2a57
Rhydding,Central Highlands,QLD,Queensland,4718,-24.75611,149.55583,8848,Locality,29b28acf3d02612f12ab58f2d61579e7
Rhyll,Bass Coast,VIC,Victoria,3923,-38.46421,145.29948,7921,Town,c7ef9b98ca130dbb63cee327a07e4fc6
Rhymney,Ararat,VIC,Victoria,3381,-37.21885,142.77914,7423,Locality,266321911f9d655169873beb4d8f2824
Rhyndaston,Southern Midlands,TAS,Tasmania,7027,-42.47000,147.38000,8313,Locality,a8a06f96bc8bab86c4952b76582f00e3
Rhynie,Clare and Gilbert Valleys,SA,South Australia,5412,-34.14826,138.68951,6629,Locality,51eef56c7f37d74b668a58e560bfe99f
Riachella,Northern Grampians,VIC,Victoria,3385,-36.83094,142.71321,7424,Locality,63adb392be4db610a37f64f5ea5dc75b
Riana,Central Coast,TAS,Tasmania,7316,-41.20000,145.99001,8015,Locality,b0a1fb5fcbb63ba979ced2d3219a5d0c
Richardson,Unincorporated,ACT,Australian Capital Territory,2905,-35.42791,149.11384,8727,Suburb,40badcc23ef4471988c93ca56b233f30
Rich Avon,Buloke,VIC,Victoria,3480,-36.44474,142.91618,7425,Locality,3b13b54d0d8fb1e8ad61a5c061bd2374
Rich Avon East,Northern Grampians,VIC,Victoria,3387,-36.51331,142.88763,7424,Locality,89fc5dba5aa0f356273563fb084278ee
Rich Avon West,Northern Grampians,VIC,Victoria,3387,-36.50150,142.81134,7424,Locality,68dfd9e5ef763d0803a9df4db1e9c00c
Richlands,Brisbane,QLD,Queensland,4077,-27.58868,152.95384,9442,Suburb,be471613923eabc3b0fe7b90d8fe17a8
Richlands,Upper Lachlan Shire,NSW,New South Wales,2580,-34.31520,149.80120,8829,Locality,951001a56894d06ff0ddbe8efd6908dc
Richmond,West Torrens,SA,South Australia,5033,-34.93884,138.56112,6628,Suburb,865dbd52df34d7248c40f2ac93b5ee56
Richmond,Clarence,TAS,Tasmania,7025,-42.73542,147.43801,8312,Town,8f2a3b45e5ea1c11af11384dd1f0c94d
Richmond,Yarra,VIC,Victoria,3121,-37.82206,145.00286,7922,Suburb,d456da06fdb3d2476c47de43dac78fad
Richmond,Mackay,QLD,Queensland,4740,-21.09722,149.13000,8755,Suburb,cb3a9046387ccc74f6f0a800aea7f6e6
Richmond,Hawkesbury,NSW,New South Wales,2753,-33.59850,150.75120,9030,Suburb,c99e6cb9d3de32bc5259fdfaed97b9ec
Richmond,Richmond,QLD,Queensland,4822,-20.73043,143.14242,7556,Town,2c0cb47cfa719335fda6875ab99e0f61
Richmond Hill,Lismore,NSW,New South Wales,2480,-28.79080,153.34420,9540,Locality,3511843458af520dc45cbee355eb52f3
Richmond Hill,Charters Towers,QLD,Queensland,4820,-20.06417,146.26639,8157,Suburb,d097ab3eabdc4b8cbefeb0450148b69c
Richmond Lowlands,Hawkesbury,NSW,New South Wales,2753,-33.56520,150.75960,9030,Locality,421d60135a7024e7b0b2fcbb20572c96
Richmond North,Hawkesbury,NSW,New South Wales,2754,-33.58117,150.71942,9030,Town,f7bbc5a12af6c41fdf8d6bdbd20ce431
Richmond Plains,Buloke,VIC,Victoria,3525,-36.40559,143.43095,7525,Locality,2c9d119597adfeeecab638ae838729b8
Richmond Vale,Cessnock,NSW,New South Wales,2323,-32.86520,151.50120,9232,Locality,20bb31b1e2e1483d20861ffc788f86c7
Riddells Creek,Macedon Ranges,VIC,Victoria,3431,-37.46047,144.67960,7823,Town,76ba519ff1584005a4dff44f7fd17856
Ridgehaven,Tea Tree Gully,SA,South Australia,5097,-34.82145,138.70469,6628,Suburb,a78e1cf5d6ddc51c7dfd9867ac91264a
Ridgelands,Rockhampton,QLD,Queensland,4702,-23.27889,150.25972,8951,Locality,042fa5160a08a5b053dad57e3093206c
Ridgeway,Hobart,TAS,Tasmania,7054,-42.92000,147.28000,8312,Suburb,66607abd007c608b0c9457a8aa7fbc64
Ridgewood,Sunshine Coast,QLD,Queensland,4563,-26.46111,152.83360,9445,Locality,cad68d410bea8c8be1c4bfd3cbce55a2
Ridgewood,Wanneroo,WA,Western Australia,6030,-31.66072,115.72230,2034,Suburb,1738e734ad5a16277d96861130cedfcd
Ridgley,Burnie,TAS,Tasmania,7321,-41.14747,145.83487,8015,Town,86d3510614928549bfdb8931359170fa
Ridleyton,Charles Sturt,SA,South Australia,5008,-34.89490,138.57058,6628,Suburb,8c18d22debd5eb295dc4b2bd575f3bf7
Rifle Range,Somerset,QLD,Queensland,4311,-27.45667,152.53445,9443,Locality,9173f021aeb39f8b5234468382fe4857
Riggs Creek,Strathbogie,VIC,Victoria,3666,-36.65391,145.59285,8024,Locality,b208c095e66b0465d3a09627023c6153
Rileys Hill,Richmond Valley,NSW,New South Wales,2472,-29.01520,153.40120,9539,Locality,b02d8d47749189e296b970e807591d86
Ringarooma,Dorset,TAS,Tasmania,7263,-41.24176,147.73756,8415,Town,8376efce160e2c077dad88dc7bd29c9b
Ringbark,Manjimup,WA,Western Australia,6258,-34.20667,116.11330,2129,Locality,5afcd3f52db70503943b9383f8f44b7a
Ringtail Creek,Sunshine Coast,QLD,Queensland,4565,-26.34000,152.95111,9445,Locality,0f1d3b1fe0328e037ebb1780cbf42e94
Ringwood,Maroondah,VIC,Victoria,3134,-37.81140,145.23062,7922,Suburb,431a52baeabe2ea2245e86561eaabcd3
Ringwood,Corowa Shire,NSW,New South Wales,2646,-35.87370,146.23550,8126,Locality,12578d46df1f759a3166de98cc18ebb9
Ringwood,Lockyer Valley,QLD,Queensland,4347,-27.52444,152.22888,9342,Locality,d1f5294079b78ff27e5e09ff89a50931
Ringwood East,Maroondah,VIC,Victoria,3135,-37.81228,145.25252,7922,Suburb,6c95dd48f1262da5c53fe0c6e5a85d10
Ringwood North,Manningham,VIC,Victoria,3134,-37.77956,145.23515,7922,Suburb,529a5542d6ed17aad0cbe27cac5509f3
Riordanvale,Whitsunday,QLD,Queensland,4800,-20.28305,148.64333,8657,Locality,f8e58af9cbd9f32f0a7958e9cec21aac
Ripley,Ipswich,QLD,Queensland,4306,-27.67278,152.78278,9442,Suburb,921d26676c1d140e6de7916ffeba809c
Ripplebrook,Baw Baw,VIC,Victoria,3818,-38.20181,145.76224,8021,Locality,7c853a5fc072fd138758d4d1a0936557
