name,lga,state_id,state,postcode,latitude,longitude,map,type,id
Aarons Pass,Mid-Western Regional,NSW,New South Wales,2850,-32.87210,149.80960,8832,Locality,547b1a6c0a9bd336e0c9a3e3df7c28bd
Abba River,Busselton,WA,Western Australia,6280,-33.68130,115.49100,1930,Locality,d5887798a8505a639abe5f5565b3bf3b
Abbey,Busselton,WA,Western Australia,6280,-33.66020,115.25960,1930,Suburb,a3aa8751ca0d44aadf581b7193752c67
Abbeyard,Alpine,VIC,Victoria,3737,-37.02535,146.75240,8223,Locality,c89ef3b0a87aacfa5348c1342002eceb
Abbeywood,South Burnett,QLD,Queensland,4613,-26.10389,151.64555,9245,Locality,8279cd097cd85c72c1b911aa6da99bcf
Abbotsbury,Fairfield,NSW,New South Wales,2176,-33.87380,150.85930,9030,Suburb,e6e5291777b34785b0550985f5b8f730
Abbotsford,Yarra,VIC,Victoria,3067,-37.80252,144.99871,7822,Suburb,54bac52a74693e2dd2dd21f91ce00866
Abbotsford,Bundaberg,QLD,Queensland,4670,-24.83222,152.00472,9348,Locality,fad2a567da7e0744818cf7d7b9aaf260
Abbotsford,Canada Bay,NSW,New South Wales,2046,-33.85063,151.12856,9130,Suburb,6771d84a8d0280514a94f8bc92ca952a
Abbotsham,Central Coast,TAS,Tasmania,7315,-41.21000,146.17000,8115,Locality,5c882ef5b40ce4fa534730ceeef6af00
Abbotts,Meekatharra,WA,Western Australia,6642,-26.32425,118.38890,2545,Locality,2e7271bf5a4b862dac281f175f944919
Abels Bay,Huon Valley,TAS,Tasmania,7112,-43.23071,147.09763,8311,Locality,d1cc3b36e7f9de4df4b0693234586584
Abercorn,North Burnett,QLD,Queensland,4630,-25.13314,151.12941,9147,Town,3d6cbf4fd1f49800e5680d2196dd6b8e
Abercrombie,Bathurst Regional,NSW,New South Wales,2795,-33.39020,149.56510,8831,Suburb,84965941c89ec3bcb7e726010460ed87
Abercrombie River,Bathurst Regional,NSW,New South Wales,2795,-33.91180,149.35240,8730,Locality,287959ae3195303abd334d8ce78c1045
Aberdare,Cessnock,NSW,New South Wales,2325,-32.83180,151.36790,9132,Town,50fbbfe1cd1647fbf3c58ba3ef7d0ad5
Aberdeen,Upper Hunter Shire,NSW,New South Wales,2336,-32.16900,150.89125,9033,Town,24bb0ac772756ceee7ec204be9ce5fed
Aberdeen,Devonport,TAS,Tasmania,7310,-41.24000,146.32001,8115,Locality,7e106f7a575a196b80dcb68f87fbdd59
Aberfeldie,Moonee Valley,VIC,Victoria,3040,-37.75987,144.89793,7822,Suburb,76994d1d96b9b51a3382758f6c12d3c1
Aberfeldy,Baw Baw,VIC,Victoria,3833,-37.70208,146.37834,8122,Locality,1ee53d1aa821ad402e307d846229f4f6
Aberfoyle,Armidale Dumaresq,NSW,New South Wales,2350,-30.27350,152.01790,9337,Locality,0d37d98868ecf92f46c9b2ecba79f31e
Aberfoyle Park,Onkaparinga,SA,South Australia,5159,-35.07065,138.60018,6627,Suburb,34c3ef05c1150dc33e053dc3bbc483ea
Aberglasslyn,Maitland,NSW,New South Wales,2320,-32.69850,151.53460,9232,Suburb,5aef9e8a746913f3fc3f55751001b326
Abergowrie,Hinchinbrook,QLD,Queensland,4850,-18.47568,145.88611,8061,Town,d61ad4fe007be31437986bb39dd5d997
Abermain,Cessnock,NSW,New South Wales,2326,-32.79850,151.41790,9132,Town,0a4b05ba42480f769c085cc2392a2eac
Abernethy,Cessnock,NSW,New South Wales,2325,-32.87320,151.40440,9132,Locality,5969d7781e84235b3a730f8511849588
Abingdon Downs,Etheridge,QLD,Queensland,4871,-17.81292,143.47002,7562,Locality,3dc6cc8e0789b81040cbea12a03dfbee
Abington,Bundaberg,QLD,Queensland,4660,-25.20528,152.34694,9347,Locality,a8814af07315c6a4017105a59c532a3d
Abington,Uralla,NSW,New South Wales,2358,-30.32380,151.23650,9137,Locality,0300a7fdcfc6d43a0ac458abd3d4b132
Acacia Creek,Southern Downs,NSW,New South Wales,4373,-28.36520,152.31790,9341,Locality,67109b9442adb8f5329769ab78fad4fe
Acacia Gardens,Blacktown,NSW,New South Wales,2763,-33.73240,150.91290,9030,Suburb,d22e8d6bcc143bb19a816b02bf01e0fd
Acacia Hills,Kentish,TAS,Tasmania,7306,-41.27000,146.33000,8115,Locality,2837079debfdf7ad3d3c42adc72627fc
Acacia Ridge,Brisbane,QLD,Queensland,4110,-27.58583,153.02611,9542,Suburb,8c231975226cad56b8f38a07306bee03
Acheron,Murrindindi,VIC,Victoria,3714,-37.27052,145.70408,8023,Locality,d91f523073fa05662b65790fb535d985
Acland,Toowoomba,QLD,Queensland,4401,-27.30480,151.69025,9243,Town,121ee8001011aa4e2d440a8bb5d30bfc
Acton,Burnie,TAS,Tasmania,7320,-41.06000,145.89000,8015,Locality,73eb03db1d0173a0889fc48083e2a4f0
Acton,Unincorporated,ACT,Australian Capital Territory,2601,-35.28519,149.11297,8727,Suburb,503f1eb24e3262d640a54e2237959504
Acton Park,Clarence,TAS,Tasmania,7170,-42.85873,147.47540,8312,Suburb,4b88cc774e2a9ae6caef7d076289a2b2
Acton Park,Busselton,WA,Western Australia,6280,-33.76103,115.37100,1930,Locality,0bd7849ffbd04b487d6e0004267fd130
Ada,Baw Baw,VIC,Victoria,3833,-37.84073,145.84959,8022,Locality,0bb2f8a2944105be65aa81214c7065b6
Adaminaby,Snowy River,NSW,New South Wales,2629,-35.99514,148.77389,8626,Town,a484abee8e28d2d5fd11b285434ba7bf
Adams Estate,Bass Coast,VIC,Victoria,3984,-38.42517,145.53163,8021,Locality,756814fd9fbdbed4b655afbbbe382f47
Adamstown,Newcastle,NSW,New South Wales,2289,-32.93920,151.72560,9232,Suburb,842aa0bc9c2613b087d4070f0c6d48f2
Adamstown Heights,Newcastle,NSW,New South Wales,2289,-32.94910,151.71070,9232,Suburb,c784d849ddf70d772189769f69647143
Adamsvale,Corrigin,WA,Western Australia,6373,-32.21348,117.72180,2433,Locality,6556b8411067e63e2810a5ba1b456f56
Adare,Lockyer Valley,QLD,Queensland,4343,-27.50972,152.29611,9342,Locality,3aba1f85f9b68d6be9928eebc6c8c8fe
Adavale,Quilpie,QLD,Queensland,4480,-25.91096,144.60062,7846,Town,143ca3cfb7c02874ed133a256f9edd25
Addington,Ballarat,VIC,Victoria,3352,-37.39370,143.66662,7623,Locality,5f32d8f57dda040a1f06a8d5dac5f103
Adelaide,Adelaide,SA,South Australia,5000,-34.92866,138.59863,6628,City,8899b5bc98998cbc1513a2f28e5e8ab2
Adelaide Lead,Central Goldfields,VIC,Victoria,3371,-37.08522,143.66661,7623,Locality,6534eb82c267911189e5a6904ba02b15
Adelaide Park,Rockhampton,QLD,Queensland,4703,-23.09806,150.69501,9051,Locality,c5761fe7f8df2512d2dfddb27dbde3ef
Adelaide River,Coomalie,NT,Northern Territory,0846,-13.23943,131.10733,5171,Town,4800fa2547a829222a8ee9509660aab7
Adelong,Tumut Shire,NSW,New South Wales,2729,-35.30884,148.06614,8527,Town,52cc19c8310b509f25b7894e767dcc58
Adjungbilly,Gundagai,NSW,New South Wales,2727,-35.08180,148.40120,8527,Locality,8943f76aece3d30b587184fe60583cd0
Advancetown,Gold Coast,QLD,Queensland,4211,-28.07194,153.27917,9541,Locality,ff1eb550f1893cdb868de2da98489ca5
Adventure Bay,Kingborough,TAS,Tasmania,7150,-43.35000,147.32001,8311,Locality,ddafd034f6a2248cd01d83219edee2e5
Aellalong,Cessnock,NSW,New South Wales,2325,-32.91520,151.33460,9132,Town,ac1eb22fd045b1f0f8230e79f4c0b3e5
Aeroglen,Cairns,QLD,Queensland,4870,-16.87611,145.75972,8064,Suburb,c855ac2a8734ce9be3fcd31726e8cb4f
Afterlee,Kyogle,NSW,New South Wales,2474,-28.57410,152.82870,9440,Locality,e152eb25abc60dcfea429a3fb7649a54
Agery,Yorke Peninsula,SA,South Australia,5572,-34.15675,137.74287,6429,Locality,efe2a123f1e42692b311c1a5b2626714
Agnes,South Gippsland,VIC,Victoria,3962,-38.68481,146.38866,8120,Locality,b067e32931954bd973ee5acf485e2129
Agnes Banks,Hawkesbury,NSW,New South Wales,2753,-33.60944,150.71674,9030,Town,faca629b90cfbefc0614967ab3bed13d
Agnes Water,Gladstone,QLD,Queensland,4677,-24.21238,151.90335,9249,Town,419525cfb6f4c7838a338dd0612144df
Agnew,Leonora,WA,Western Australia,6437,-28.01194,120.51860,3041,Locality,3e930def5e02cd80bb527d4ec61f35f8
Ainslie,Unincorporated,ACT,Australian Capital Territory,2602,-35.26218,149.14792,8727,Suburb,cdeadcb437f78c0173f9cfa94a6ffb60
Airdmillan,Burdekin,QLD,Queensland,4807,-19.52306,147.47527,8358,Locality,883314e2b5977d1552d376c7ba2cf7f3
Airds,Campbelltown,NSW,New South Wales,2560,-34.09020,150.82620,9029,Suburb,a01d72901238611090885e78f234eb83
Aire Valley,Colac-Otway,VIC,Victoria,3238,-38.69317,143.56448,7620,Locality,c5c96fa63367eaeb15d4a2c99d6480a6
Aireys Inlet,Surf Coast,VIC,Victoria,3231,-38.46400,144.10394,7721,Town,0c39e77a473d056acc7ae8472c36b670
Airlie Beach,Whitsunday,QLD,Queensland,4802,-20.26771,148.71589,8657,Town,db76da776a9c20e284eccf93f257eead
Airly,Wellington,VIC,Victoria,3862,-38.02913,147.09942,8321,Locality,aab790500d3d3151358501c03520208e
Airport West,Moonee Valley,VIC,Victoria,3042,-37.72322,144.88419,7822,Suburb,55b88fe979fd1c7be644fa503e6d355a
Airville,Burdekin,QLD,Queensland,4807,-19.63222,147.34528,8358,Locality,501a49d2bd3d75eca9e04704db08df4f
Aitkenvale,Townsville,QLD,Queensland,4814,-19.30556,146.76778,8259,Suburb,1016b7afdb0718b88596ae34c3f12aea
Ajana,Northampton,WA,Western Australia,6532,-27.94875,114.63480,1842,Locality,ed6c31c85fb1c85005991de61fb1b4f7
Akaroa,Break O'Day,TAS,Tasmania,7216,-41.30000,148.31000,8515,Locality,9ca2f2565aa047e10a5c7b9ac2e2af46
Akolele,Eurobodalla,NSW,New South Wales,2546,-36.34850,150.06790,8925,Locality,169762e68252870bc5235e81ed8d553f
Alabama Hill,Charters Towers,QLD,Queensland,4820,-20.08333,146.24779,8157,Suburb,12c7a696635bbedb93670013840356b9
Alawa,Darwin,NT,Northern Territory,0810,-12.37980,130.87320,5073,Suburb,7d2e6bc21f12febd9d52027e5e9400e8
Alawoona,Loxton Waikerie,SA,South Australia,5311,-34.73699,140.50873,7028,Locality,65d8fc0c900ab85dd06d5bec0fafb47e
Albacutya,Hindmarsh,VIC,Victoria,3424,-35.73728,141.95934,7226,Locality,cd4ac5e559f25f4be94d7204a365bbd8
Albanvale,Brimbank,VIC,Victoria,3021,-37.74593,144.76823,7822,Suburb,6ab011d52626bfe7b06806f230c0feff
Albany,Albany,WA,Western Australia,6330,-35.00310,117.86595,2427,City,41f113be08e3ef4f6e2b291190f936fb
Albany Creek,Moreton Bay,QLD,Queensland,4035,-27.35361,152.96832,9443,Suburb,ceb3389a8acad3aaf3165bec45357aea
Albert,Lachlan,NSW,New South Wales,2873,-32.34850,147.50120,8433,Locality,2c8bf176bc1f45bdb73fdc56b3871d59
Alberta,Banana,QLD,Queensland,4702,-24.26175,149.76554,8849,Locality,af76d0bafa86f729f5c3eca3b1128db1
Alberton,Port Adelaide Enfield,SA,South Australia,5014,-34.85945,138.51643,6628,Suburb,07dbc456dee4896b6cbfcae785065312
Alberton,Gold Coast,QLD,Queensland,4207,-27.70694,153.26889,9542,Locality,a496a63b4bae5177ada1143e93661f13
Alberton,Wellington,VIC,Victoria,3971,-38.61320,146.66666,8220,Locality,fabfa9e842fd080e43d742e6fc771d63
Alberton,Dorset,TAS,Tasmania,7263,-41.29000,147.78000,8415,Locality,38af8c5af58e9c5f19215234040bcaf8
Alberton West,Wellington,VIC,Victoria,3971,-38.60437,146.58388,8220,Locality,4d5380752280dc6f7b8456f2bb6db20a
Albert Park,Port Phillip,VIC,Victoria,3206,-37.84308,144.95413,7822,Suburb,0cf2febb1595199fcf86ad920821fbbe
Albert Park,Charles Sturt,SA,South Australia,5014,-34.87624,138.52204,6628,Suburb,9ff3c506fc53a696aa12ce44d7f56d99
Albinia,Central Highlands,QLD,Queensland,4722,-24.44500,148.39250,8549,Locality,e1826bba0824f08fa520a7cdf7311e3c
Albion,Brimbank,VIC,Victoria,3020,-37.77575,144.81673,7822,Suburb,b570426848ce3d1b345f4a4dde029644
Albion,Richmond,QLD,Queensland,4822,-21.33722,142.62527,7455,Locality,acb35e76e820c5aea4da90a8757d56a7
Albion,Sydney,NSW,New South Wales,2000,-33.86520,151.20120,9130,Town,8ac81a471be667dcf45173aa8d3152a8
Albion,Brisbane,QLD,Queensland,4010,-27.43361,153.04417,9543,Suburb,09752434a16dbeece1f1d6cc8999d64b
Albion Park,Shellharbour,NSW,New South Wales,2527,-34.58180,150.77620,9028,Suburb,8f76368e2e6a9dd9e23ef1b7d4c7bb7b
Albion Park Rail,Shellharbour,NSW,New South Wales,2527,-34.56520,150.79290,9028,Suburb,fd4fe5420fef0931ceff5e4eead5b433
Albury,Albury,NSW,New South Wales,2640,-36.08070,146.91565,8225,City,dfae8061e07415de79c734f5b0881060
Alcomie,Circular Head,TAS,Tasmania,7330,-40.93000,145.19000,7916,Locality,a9bc570d24bf39f74e5af6ddc6c17419
Aldavilla,Kempsey,NSW,New South Wales,2440,-31.08180,152.76790,9435,Locality,56bb4d04cf1de226cdc01f465727c317
Alderley,Brisbane,QLD,Queensland,4051,-27.42667,152.99973,9443,Suburb,9765540a19cfee65104da806e0f038a9
Aldershot,Fraser Coast,QLD,Queensland,4650,-25.46424,152.66138,9447,Town,1c4353d6518d9862212a257473f78de0
Aldersyde,Brookton,WA,Western Australia,6306,-32.37182,117.27730,2333,Locality,641a24c3b8eccd3da41b38b0342d90cd
Aldgate,Adelaide Hills,SA,South Australia,5154,-35.01573,138.73903,6627,Suburb,7b4a0f533a77323ec9f8980869b309f0
Aldinga,Onkaparinga,SA,South Australia,5173,-35.26911,138.48301,6527,Suburb,e4827a6f807d407e855dc51043901c08
Aldinga Beach,Onkaparinga,SA,South Australia,5173,-35.29368,138.45876,6527,Suburb,5535f7817bc79269eef7dfa86fb2fa9c
Aldoga,Gladstone,QLD,Queensland,4695,-23.84250,151.05861,9150,Locality,eb46f1dc3e33cbc40e4eab983e30300c
Alectown,Parkes,NSW,New South Wales,2870,-32.90800,148.25760,8532,Locality,879aa72adbd29976e2f373247cd9c20c
Alexander Heights,Wanneroo,WA,Western Australia,6064,-31.82711,115.87060,2034,Suburb,9900f2e594fc6af0c235b15b085f9b70
Alexandra,Mackay,QLD,Queensland,4740,-21.15805,149.09027,8755,Suburb,12900bdf4125b95d761561c177812218
Alexandra,Murrindindi,VIC,Victoria,3714,-37.19131,145.71106,8023,Town,0f56ccd4f62f53fe72f9567a7345ffb1
Alexandra Bridge,Augusta-Margaret River,WA,Western Australia,6290,-34.15881,115.19990,1929,Locality,18dea9b6b8185d23bf7a78ae063b7998
Alexandra Headland,Sunshine Coast,QLD,Queensland,4572,-26.67333,153.10111,9544,Suburb,012d89762bbaa3e9b636af382173c9cc
Alexandra Hills,Redland,QLD,Queensland,4161,-27.53333,153.22556,9542,Locality,748f5ad9af6ee802833d35b42a01c244
Alexandria,Sydney,NSW,New South Wales,2015,-33.91520,151.19290,9130,Suburb,499fd095895a92cf32636b7c5f1a7a47
Alford,Barunga West,SA,South Australia,5555,-33.81558,137.82207,6430,Locality,a89943057b7b10d46cfc88724112ad87
Alfords Point,Sutherland Shire,NSW,New South Wales,2234,-33.98720,151.02200,9130,Suburb,6f8c5715fcc76639516300db4832485b
Alfred Cove,Melville,WA,Western Australia,6156,-32.03045,115.81510,2033,Suburb,b8517216ecafd8a374e14d119ab36c6d
Alfredton,Ballarat,VIC,Victoria,3350,-37.55495,143.80086,7622,Suburb,3a00e0922b573140fff7bf13a66b0a3e
Alfredtown,Wagga Wagga,NSW,New South Wales,2650,-35.16520,147.51790,8427,Suburb,808ff6a24340f95bedffbe610bc785a0
Algester,Brisbane,QLD,Queensland,4115,-27.61250,153.03361,9542,Suburb,f997b893a0eba6cf69618ec05d67d040
Alice,Barcaldine,QLD,Queensland,4725,-23.56623,145.79837,8050,Town,d5dc4bfc401d5f42eed23a079f005f0f
Alice,Clarence Valley,NSW,New South Wales,2469,-29.05550,152.58790,9439,Locality,63bf4008c536e32fa2769bc77e0acb93
Alice Creek,South Burnett,QLD,Queensland,4610,-26.76222,151.60667,9244,Locality,6623a37042f27b7f0cee4208383bc41a
Alice River,Townsville,QLD,Queensland,4817,-19.31752,146.60101,8259,Town,eac4de2e43b4bdd2b267c2ad1d3343b4
Alice Springs,Alice Springs,NT,Northern Territory,0870,-23.69748,133.88362,5650,Town,22025dd71312c90729fdb890485e42b9
Ali Curung,Barkly,NT,Northern Territory,0872,-21.00489,134.40596,5755,Town,83380e81c439b6bf78b009cf68b7f95b
Alison,Wyong,NSW,New South Wales,2259,-33.26520,151.39850,9131,Suburb,f942cc075d27ac66d693a4f0b3e48d4f
Alison,Dungog,NSW,New South Wales,2420,-32.43160,151.77400,9233,Locality,d3d1f5ed4af4044cc33bca9b7832a135
Alkimos,Wanneroo,WA,Western Australia,6033,-31.60683,115.66870,2034,Suburb,233fd149af23e9f20873f43ed3decf9f
Allambee,Baw Baw,VIC,Victoria,3823,-38.27397,146.02535,8121,Locality,51025b0759f369b0feed1f3124ba8ba4
Allambee Reserve,Baw Baw,VIC,Victoria,3823,-38.30094,146.04198,8121,Locality,3174fc1b427d447765744608b183799d
Allambee South,Baw Baw,VIC,Victoria,3824,-38.34790,146.11849,8121,Locality,3e45cdd2ff467dc4aeb58be1c1b4d2bf
Allambie Heights,Warringah,NSW,New South Wales,2100,-33.76100,151.25120,9130,Suburb,d95ebc8099cca6df31a3624581b5efe5
Allan,Southern Downs,QLD,Queensland,4370,-28.19722,151.95027,9241,Locality,1451e8d965d9031b0c71de0ba5d8c50d
Allandale,Maitland,NSW,New South Wales,2321,-32.71520,151.41790,9132,Suburb,abcf9108808dd3df654f92a8f609db59
Allandale,Scenic Rim,QLD,Queensland,4310,-28.00611,152.76416,9441,Locality,6cd02342d10f93e9f193e08c1f0c761c
Allanooka,Irwin,WA,Western Australia,6525,-29.05292,115.11140,1939,Locality,d257310bcf9a3c04729939f2b449f6ca
Allans Flat,Indigo,VIC,Victoria,3691,-36.29731,146.93783,8225,Locality,7a41a06d4517a41f78de16206e8d79c9
Allansford,Warrnambool,VIC,Victoria,3277,-38.38639,142.59431,7421,Suburb,1ba0c3fa32f5007d483e5aabed0b557f
Allanson,Collie,WA,Western Australia,6225,-33.33588,116.09940,2131,Town,7caf19664550963500bae0b0694e055e
Allawah,Kogarah,NSW,New South Wales,2218,-33.97350,151.11790,9130,Suburb,0a2133be298f9f18f7846f5547e6e523
Alleena,Bland,NSW,New South Wales,2665,-34.06520,147.13460,8329,Locality,2ea1ec20a9309c151d7e8b260d14b8e5
Allenby Gardens,Charles Sturt,SA,South Australia,5009,-34.90064,138.55473,6628,Suburb,53d0e1c45cb4ad0e098dee391d6951f8
Allendale,Hepburn,VIC,Victoria,3364,-37.36315,143.91314,7623,Locality,49936da62294a23403b9623128520d42
Allendale East,Grant,SA,South Australia,5291,-38.00356,140.70906,7022,Town,3c5a3c371d0aef699438a2cb1e44aaf9
Allendale North,Light,SA,South Australia,5373,-34.30113,138.91468,6629,Locality,2dd500e6c51729da46db404c67b4a4b3
Allens Rivulet,Kingborough,TAS,Tasmania,7150,-43.01000,147.20000,8311,Locality,068c03e987dea0d2b1720dc669a0bc29
Allenstown,Rockhampton,QLD,Queensland,4700,-23.39667,150.50417,9051,Suburb,41dc8893ef19c5c8a93c5f3d18c74777
Allenview,Scenic Rim,QLD,Queensland,4285,-27.91194,152.91667,9442,Locality,8fe74bd0d7905521d42c98ff473bee9c
Allestree,Glenelg,VIC,Victoria,3305,-38.27382,141.65190,7221,Locality,c2dfb206f62d1ddcf668dbe889bb9d12
Allgomera,Nambucca,NSW,New South Wales,2441,-30.81350,152.80540,9436,Locality,068063e55e837e3f3578ff6a3d5f8926
Alligator Creek,Mackay,QLD,Queensland,4740,-21.31472,149.21056,8755,Locality,888207b40cf8fbf7ee4b07a646bcb386
Alligator Creek,Townsville,QLD,Queensland,4816,-19.42493,146.94710,8259,Town,f826f76c6464fa2e7ff6cd46dcae4f79
Allingham,Hinchinbrook,QLD,Queensland,4850,-18.70737,146.29459,8160,Town,aa31ba701d73e27dde2440658368247e
Allora,Southern Downs,QLD,Queensland,4362,-28.03527,151.98035,9241,Town,3bad9d4216c01fe5e5e902dca4a064d8
Alloway,Bundaberg,QLD,Queensland,4670,-24.95333,152.36362,9348,Locality,00a96eae3b989cbf12d064d1d8bd6a02
Allworth,Great Lakes,NSW,New South Wales,2425,-32.53680,151.94180,9232,Locality,70a1ab8f491dedc86a8f4093eb62a052
Allynbrook,Dungog,NSW,New South Wales,2311,-32.34770,151.55260,9233,Locality,e31a253eefd87569bd80c8f25b8fe7ac
Alma,Northampton,WA,Western Australia,6535,-28.26514,114.64000,1841,Locality,f121dff8eca3adaff99fd31766101d17
Alma,Wakefield,SA,South Australia,5401,-34.26685,138.63043,6629,Locality,7e6263ad57737e4b659149826bb868a2
Alma,Central Goldfields,VIC,Victoria,3465,-37.02340,143.67824,7623,Locality,a2a6fc560aa9a9fd8a71f39f3e68253e
Almaden,Tablelands,QLD,Queensland,4871,-17.34069,144.67696,7863,Town,8dce1363c4b3310db1735f58beab3e4c
Alma Park,Greater Hume Shire,NSW,New South Wales,2642,-35.59850,146.78460,8226,Locality,ea2083e50b9923b074f3994127fc8504
Almond Grove,Charles Sturt,SA,South Australia,5011,-34.87619,138.53915,6628,Suburb,d831a3574b2b7cc6b2eb5911a9827a15
Almonds,Moira,VIC,Victoria,3728,-36.23228,146.05622,8125,Locality,3ff2e8bf2d3ed7bf202283c1cac66d33
Almurta,Bass Coast,VIC,Victoria,3979,-38.45904,145.58466,8021,Locality,2c9e219e530758076bc2c0580e3d725a
Aloa,Northern Peninsula Area,QLD,Queensland,4876,-10.88489,142.35113,7376,Town,b94c41ea8a18a89c5baea8f8995c3e62
Alonnah,Kingborough,TAS,Tasmania,7150,-43.31482,147.24374,8311,Locality,d654a1e4007f7855a932e085fac757be
Aloomba,Cairns,QLD,Queensland,4871,-17.11013,145.83222,8063,Town,9179aeb0c07a30f9c02a875ddc1f15d8
Alpha,Barcaldine,QLD,Queensland,4724,-23.64915,146.63984,8250,Town,12fb4899806bcb2aeb4cd8543c5b69c2
Alphington,Yarra,VIC,Victoria,3078,-37.78484,145.03233,7922,Suburb,b050ab4ebcb9bbb9144e99673fa930bb
Alpine,Wingecarribee,NSW,New South Wales,2575,-34.40930,150.52960,9029,Locality,5ebfaf2abfa6663f79b8bf3a1c45db48
Alpurrurulam,Barkly,NT,Northern Territory,4825,-20.98552,137.84913,6456,Town,0543f73d7a3170a094c656e58fe8cb07
Alsace,Central Highlands,QLD,Queensland,4702,-23.28917,149.27472,8751,Locality,9690ec8467cd3af95957c312f321574a
Alstonvale,Ballina,NSW,New South Wales,2477,-28.79570,153.44150,9540,Locality,fadba1b13e9153ba69f68e6a630ed5be
Alstonville,Ballina,NSW,New South Wales,2477,-28.84186,153.44021,9540,Town,258eaf65f00614820dff38225326f213
Alton,Balonne,QLD,Queensland,4487,-27.98222,149.30944,8742,Town,be3f41c11c687ba71c6c8f65ff318ee0
Altona,Hobsons Bay,VIC,Victoria,3018,-37.86326,144.82272,7822,Suburb,fd697413a04a203a7d75c1e2d1f79b48
Altona,Barossa,SA,South Australia,5351,-34.59619,138.91403,6628,Locality,71393fd89b747b9db2fe8f4c0de78c6e
Altona Meadows,Hobsons Bay,VIC,Victoria,3028,-37.87955,144.78104,7822,Suburb,1303871a3505c9471b504f7775d8b2a3
Altona North,Hobsons Bay,VIC,Victoria,3025,-37.83834,144.82612,7822,Suburb,4267b646f1f3b81deca4ee1dd0764423
Alton Downs,Rockhampton,QLD,Queensland,4702,-23.31583,150.36446,8951,Locality,39271dcc4a57f591a2ca88cdf6b0734a
Alumy Creek,Clarence Valley,NSW,New South Wales,2460,-29.64850,152.95120,9438,Locality,f96f7a7090416d10cfe76ff0de507100
Alva,Burdekin,QLD,Queensland,4807,-19.45735,147.48202,8359,Town,e53ab647ab2540648ad7078bdb666548
Alveston,Meander Valley,TAS,Tasmania,7304,-41.52000,146.66000,8214,Locality,fb6ac7a35991a3eb09d7b57df9cc1dac
Alvie,Colac-Otway,VIC,Victoria,3249,-38.23473,143.49943,7521,Locality,2504bd43f92e02245369e2e7a9846f50
Alyangula,Unincorporated,NT,Northern Territory,0885,-13.85413,136.42129,6170,Town,01437437b189d71993e37557cf81249f
Amamoor,Gympie,QLD,Queensland,4570,-26.34528,152.67500,9445,Town,4f183883021831446fc9eee00616f270
Amamoor Creek,Gympie,QLD,Queensland,4570,-26.38611,152.50694,9445,Locality,c73844f25caad48d7633b5328471c61e
Amanbidji,Victoria-Daly,NT,Northern Territory,0852,-16.42806,129.61890,4865,Locality,07b0bdcb3a3fb47c26bbc2bad7653ae0
Amaroo,Diamantina,QLD,Queensland,4829,-23.59584,139.11334,6750,Locality,a191b95d3923e57c975541d8b58330bb
Amaroo,Cabonne,NSW,New South Wales,2866,-33.16520,148.90120,8631,Locality,0c7ef3d988083feeca47137e7aceaedf
Amaroo,Unincorporated,ACT,Australian Capital Territory,2914,-35.17129,149.12877,8727,Suburb,84094ab78a2441d6c7769058695fdeaa
Amata,Anangu Pitjantjatjara,SA,South Australia,0872,-26.15346,131.14454,5145,Town,eb053541f349ab5927d35acf5772ac7e
Ambania,Greater Geraldton,WA,Western Australia,6628,-28.63083,115.13530,1940,Locality,6061cb88591bb57f9927c6e50dafb623
Ambarvale,Campbelltown,NSW,New South Wales,2560,-34.08180,150.80120,9029,Suburb,a542505b428378409b742dc509725fa5
Amber,Tablelands,QLD,Queensland,4871,-17.67111,144.24362,7762,Locality,5b82dbd0c9196baa5ec8b0f18a9e341c
Ambergate,Busselton,WA,Western Australia,6280,-33.70631,115.32870,1930,Locality,26d1f471971fa8205d27a2703f4b7c0c
Amberley,Ipswich,QLD,Queensland,4306,-27.63028,152.69945,9442,Suburb,f4cac412be59deb019f084bbdaa019e4
Ambleside,Devonport,TAS,Tasmania,7310,-41.20000,146.37000,8115,Locality,9dba2ae2e67d3eaa8d07f51b246077ac
Ambrose,Gladstone,QLD,Queensland,4695,-23.78314,150.92635,9050,Town,1170aa42e67b66a5d641ca5a370f3662
Amby,Maranoa,QLD,Queensland,4462,-26.54788,148.18724,8544,Town,ae1461de72a5894f0d93580a555b5551
Amelup,Gnowangerup,WA,Western Australia,6338,-34.27111,118.22890,2529,Locality,9e98b53e32a41731ec3ec8e0803f3e41
American Beach,Kangaroo Island,SA,South Australia,5222,-35.76878,137.88024,6426,Locality,2835fa5eb64a9b84004d6746ef1ef91b
American River,Kangaroo Island,SA,South Australia,5221,-35.77332,137.78056,6426,Town,a42f546d8e0f6433b8ca8382d772fc84
Amery,Dowerin,WA,Western Australia,6462,-31.14820,117.09060,2335,Locality,87435378b5b62e42e3a4a164e3260ae0
Amherst,Central Goldfields,VIC,Victoria,3371,-37.13428,143.65724,7623,Locality,bb283b28ea43cdf7fde3b34e034517f8
Amiens,Southern Downs,QLD,Queensland,4380,-28.59861,151.81639,9240,Locality,fc6adc29eff43966df81c82c86b851cb
Amity,Redland,QLD,Queensland,4183,-27.39528,153.44112,9543,Town,ebd2d1925f56077c68647c6825f729df
Amity Point,Redland,QLD,Queensland,4183,-27.39871,153.43847,9543,Town,06d966bca70481a7108def66b796aae6
